Confk	Termk	Sk	Lk	Pk	gk	Ek(Ry)	Confi	Termi	Si	Li	Pi	gi	Ei(Ry)	Aki	fik	gf	source
3s.14p	3P*	3	1	1	1	0.55583100	3s.14s	3S	3	0	0	3	0.55545280	1.608e+03	4.665e-01	1.400e+00	auto
3s.14p	3P*	3	1	1	3	0.55583100	3s2	1S	1	0	0	1	0.00000000	2.592e+01	3.133e-08	3.133e-08	auto
3s.14p	3P*	3	1	1	3	0.55583100	3s.4s	3S	3	0	0	3	0.37541836	2.646e+05	1.012e-03	3.036e-03	auto
3s.14p	3P*	3	1	1	3	0.55583100	3s.4s	1S	1	0	0	1	0.39643154	6.963e-02	1.024e-09	1.024e-09	auto
3s.14p	3P*	3	1	1	3	0.55583100	3s.3d	1D	1	2	0	5	0.42285584	1.245e+01	5.259e-08	2.630e-07	auto
3s.14p	3P*	3	1	1	3	0.55583100	3s.3d	3D	3	2	0	3	0.43701687	6.031e+04	5.319e-04	1.596e-03	auto
3s.14p	3P*	3	1	1	3	0.55583100	3s.3d	3D	3	2	0	5	0.43701659	1.809e+05	9.572e-04	4.786e-03	auto
3s.14p	3P*	3	1	1	3	0.55583100	3s.5s	3S	3	0	0	3	0.47269724	3.874e+04	6.978e-04	2.094e-03	auto
3s.14p	3P*	3	1	1	3	0.55583100	3s.5s	1S	1	0	0	1	0.47892739	1.092e-01	6.896e-09	6.896e-09	auto
3s.14p	3P*	3	1	1	3	0.55583100	3s.4d	1D	1	2	0	5	0.48419848	3.692e+00	5.375e-08	2.687e-07	auto
3s.14p	3P*	3	1	1	3	0.55583100	3s.4d	3D	3	2	0	3	0.49383689	6.779e+03	2.196e-04	6.588e-04	auto
3s.14p	3P*	3	1	1	3	0.55583100	3s.4d	3D	3	2	0	5	0.49383652	2.034e+04	3.953e-04	1.977e-03	auto
3s.14p	3P*	3	1	1	3	0.55583100	3s.6s	3S	3	0	0	3	0.50932360	1.326e+04	7.632e-04	2.290e-03	auto
3s.14p	3P*	3	1	1	3	0.55583100	3s.6s	1S	1	0	0	1	0.51201246	8.707e-02	1.694e-08	1.694e-08	auto
3s.14p	3P*	3	1	1	3	0.55583100	3s.5d	1D	1	2	0	5	0.51311972	1.081e+00	4.426e-08	2.213e-07	auto
3s.14p	3P*	3	1	1	3	0.55583100	3s.5d	3D	3	2	0	3	0.51913308	4.894e+02	4.524e-05	1.357e-04	auto
3s.14p	3P*	3	1	1	3	0.55583100	3s.5d	3D	3	2	0	5	0.51913287	1.468e+03	8.142e-05	4.071e-04	auto
3s.14p	3P*	3	1	1	3	0.55583100	3p2	3P	3	1	0	1	0.52682870	2.468e+00	1.096e-06	1.096e-06	auto
3s.14p	3P*	3	1	1	3	0.55583100	3p2	3P	3	1	0	3	0.52701670	1.917e+00	2.874e-07	8.623e-07	auto
3s.14p	3P*	3	1	1	3	0.55583100	3s.7s	3S	3	0	0	3	0.52721550	6.470e+03	9.837e-04	2.951e-03	auto
3s.14p	3P*	3	1	1	3	0.55583100	3p2	3P	3	1	0	5	0.52738610	2.957e+00	2.730e-07	1.365e-06	auto
3s.14p	3P*	3	1	1	3	0.55583100	3s.7s	1S	1	0	0	1	0.52862060	6.933e-02	3.497e-08	3.497e-08	auto
3s.14p	3P*	3	1	1	3	0.55583100	3s.6d	1D	1	2	0	5	0.52874672	4.602e-01	4.686e-08	2.343e-07	auto
3s.14p	3P*	3	1	1	3	0.55583100	3s.6d	3D	3	2	0	3	0.53257065	1.250e+01	2.876e-06	8.629e-06	auto
3s.14p	3P*	3	1	1	3	0.55583100	3s.6d	3D	3	2	0	5	0.53257046	3.751e+01	5.179e-06	2.589e-05	auto
3s.14p	3P*	3	1	1	3	0.55583100	3s.8s	3S	3	0	0	3	0.53730801	3.914e+03	1.420e-03	4.261e-03	auto
3s.14p	3P*	3	1	1	3	0.55583100	3s.7d	1D	1	2	0	5	0.53802135	1.995e-01	4.698e-08	2.349e-07	auto
3s.14p	3P*	3	1	1	3	0.55583100	3s.8s	1S	1	0	0	1	0.53813530	4.926e-02	5.875e-08	5.875e-08	auto
3s.14p	3P*	3	1	1	3	0.55583100	3s.7d	3D	3	2	0	3	0.54055262	2.303e+02	1.228e-04	3.685e-04	auto
3s.14p	3P*	3	1	1	3	0.55583100	3s.7d	3D	3	2	0	5	0.54055245	6.908e+02	2.210e-04	1.105e-03	auto
3s.14p	3P*	3	1	1	3	0.55583100	3s.9s	3S	3	0	0	3	0.54356300	2.717e+03	2.247e-03	6.742e-03	auto
3s.14p	3P*	3	1	1	3	0.55583100	3s.8d	1D	1	2	0	5	0.54393522	1.064e-01	5.616e-08	2.808e-07	auto
3s.14p	3P*	3	1	1	3	0.55583100	3s.9s	1S	1	0	0	1	0.54409120	3.769e-02	1.021e-07	1.021e-07	auto
3s.14p	3P*	3	1	1	3	0.55583100	3s.8d	3D	3	2	0	3	0.54567761	4.294e+02	5.185e-04	1.556e-03	auto
3s.14p	3P*	3	1	1	3	0.55583100	3s.8d	3D	3	2	0	5	0.54567747	1.288e+03	9.332e-04	4.666e-03	auto
3s.14p	3P*	3	1	1	3	0.55583100	3s.10s	3S	3	0	0	3	0.54770790	2.084e+03	3.932e-03	1.180e-02	auto
3s.14p	3P*	3	1	1	3	0.55583100	3s.9d	1D	1	2	0	5	0.54791972	6.492e-02	7.748e-08	3.874e-07	auto
3s.14p	3P*	3	1	1	3	0.55583100	3s.10s	1S	1	0	0	1	0.54806540	3.004e-02	1.860e-07	1.860e-07	auto
3s.14p	3P*	3	1	1	3	0.55583100	3s.9d	3D	3	2	0	3	0.54916218	5.461e+02	1.529e-03	4.586e-03	auto
3s.14p	3P*	3	1	1	3	0.55583100	3s.9d	3D	3	2	0	5	0.54916218	1.638e+03	2.751e-03	1.376e-02	auto
3s.14p	3P*	3	1	1	3	0.55583100	3s.11s	3S	3	0	0	3	0.55059550	1.735e+03	7.880e-03	2.364e-02	auto
3s.14p	3P*	3	1	1	3	0.55583100	3s.10d	1D	1	2	0	5	0.55072514	4.540e-02	1.301e-07	6.504e-07	auto
3s.14p	3P*	3	1	1	3	0.55583100	3s.11s	1S	1	0	0	1	0.55111500	2.136e-02	3.587e-07	3.587e-07	auto
3s.14p	3P*	3	1	1	3	0.55583100	3s.10d	3D	3	2	0	3	0.55163860	6.004e+02	4.253e-03	1.276e-02	auto
3s.14p	3P*	3	1	1	3	0.55583100	3s.10d	3D	3	2	0	5	0.55163860	1.801e+03	7.654e-03	3.827e-02	auto
3s.14p	3P*	3	1	1	3	0.55583100	3s.12s	3S	3	0	0	3	0.55268770	1.564e+03	1.971e-02	5.912e-02	auto
3s.14p	3P*	3	1	1	3	0.55583100	3s.11d	1D	1	2	0	5	0.55277180	3.773e-02	3.011e-07	1.506e-06	auto
3s.14p	3P*	3	1	1	3	0.55583100	3s.12s	1S	1	0	0	1	0.55304500	1.901e-02	9.147e-07	9.147e-07	auto
3s.14p	3P*	3	1	1	3	0.55583100	3s.11d	3D	3	2	0	3	0.55346150	6.064e+02	1.345e-02	4.034e-02	auto
3s.14p	3P*	3	1	1	3	0.55583100	3s.11d	3D	3	2	0	5	0.55346150	1.819e+03	2.420e-02	1.210e-01	auto
3s.14p	3P*	3	1	1	3	0.55583100	3s.13s	3S	3	0	0	3	0.55425240	1.552e+03	7.753e-02	2.326e-01	auto
3s.14p	3P*	3	1	1	3	0.55583100	3s.12d	1D	1	2	0	5	0.55430930	4.383e-02	1.414e-06	7.069e-06	auto
3s.14p	3P*	3	1	1	3	0.55583100	3s.13s	1S	1	0	0	1	0.55449800	1.867e-02	3.924e-06	3.924e-06	auto
3s.14p	3P*	3	1	1	3	0.55583100	3s.12d	3D	3	2	0	3	0.55484160	5.231e+02	6.653e-02	1.996e-01	auto
3s.14p	3P*	3	1	1	3	0.55583100	3s.12d	3D	3	2	0	5	0.55484160	1.569e+03	1.197e-01	5.986e-01	auto
3s.14p	3P*	3	1	1	3	0.55583100	3s.14s	3S	3	0	0	3	0.55545280	1.613e+03	1.404e+00	4.212e+00	auto
3s.14p	3P*	3	1	1	3	0.55583100	3s.13d	1D	1	2	0	5	0.55549300	1.195e-02	7.813e-06	3.907e-05	auto
3s.14p	3P*	3	1	1	3	0.55583100	3s.14s	1S	1	0	0	1	0.55561900	1.457e-03	1.211e-05	1.211e-05	auto
3s.14p	3P*	3	1	1	5	0.55583200	3s.4s	3S	3	0	0	3	0.37541836	2.646e+05	1.687e-03	5.060e-03	auto
3s.14p	3P*	3	1	1	5	0.55583200	3s.3d	1D	1	2	0	5	0.42285584	2.070e-04	1.457e-12	7.287e-12	auto
3s.14p	3P*	3	1	1	5	0.55583200	3s.3d	3D	3	2	0	3	0.43701687	2.412e+03	3.545e-05	1.064e-04	auto
3s.14p	3P*	3	1	1	5	0.55583200	3s.3d	3D	3	2	0	5	0.43701659	3.618e+04	3.191e-04	1.595e-03	auto
3s.14p	3P*	3	1	1	5	0.55583200	3s.3d	3D	3	2	0	7	0.43701675	2.026e+05	1.276e-03	8.933e-03	auto
3s.14p	3P*	3	1	1	5	0.55583200	3s.5s	3S	3	0	0	3	0.47269724	3.874e+04	1.163e-03	3.489e-03	auto
3s.14p	3P*	3	1	1	5	0.55583200	3s.4d	1D	1	2	0	5	0.48419848	5.873e-05	1.425e-12	7.124e-12	auto
3s.14p	3P*	3	1	1	5	0.55583200	3s.4d	3D	3	2	0	3	0.49383689	2.712e+02	1.464e-05	4.392e-05	auto
3s.14p	3P*	3	1	1	5	0.55583200	3s.4d	3D	3	2	0	5	0.49383652	4.067e+03	1.317e-04	6.587e-04	auto
3s.14p	3P*	3	1	1	5	0.55583200	3s.4d	3D	3	2	0	7	0.49383617	2.278e+04	5.270e-04	3.689e-03	auto
3s.14p	3P*	3	1	1	5	0.55583200	3s.6s	3S	3	0	0	3	0.50932360	1.326e+04	1.272e-03	3.816e-03	auto
3s.14p	3P*	3	1	1	5	0.55583200	3s.5d	1D	1	2	0	5	0.51311972	6.757e-05	4.611e-12	2.306e-11	auto
3s.14p	3P*	3	1	1	5	0.55583200	3s.5d	3D	3	2	0	3	0.51913308	1.957e+01	3.015e-06	9.045e-06	auto
3s.14p	3P*	3	1	1	5	0.55583200	3s.5d	3D	3	2	0	5	0.51913287	2.936e+02	2.714e-05	1.357e-04	auto
3s.14p	3P*	3	1	1	5	0.55583200	3s.5d	3D	3	2	0	7	0.51913260	1.644e+03	1.085e-04	7.598e-04	auto
3s.14p	3P*	3	1	1	5	0.55583200	3s.5g	3G	3	4	0	7	0.52181666	1.408e-18	1.082e-25	7.575e-25	auto
3s.14p	3P*	3	1	1	5	0.55583200	3p2	3P	3	1	0	3	0.52701670	1.746e+00	4.363e-07	1.309e-06	auto
3s.14p	3P*	3	1	1	5	0.55583200	3s.7s	3S	3	0	0	3	0.52721550	6.470e+03	1.639e-03	4.918e-03	auto
3s.14p	3P*	3	1	1	5	0.55583200	3p2	3P	3	1	0	5	0.52738610	5.359e+00	8.245e-07	4.123e-06	auto
3s.14p	3P*	3	1	1	5	0.55583200	3s.6d	1D	1	2	0	5	0.52874672	1.038e-03	1.761e-10	8.807e-10	auto
3s.14p	3P*	3	1	1	5	0.55583200	3s.6d	3D	3	2	0	3	0.53257065	5.004e-01	1.919e-07	5.757e-07	auto
3s.14p	3P*	3	1	1	5	0.55583200	3s.6d	3D	3	2	0	5	0.53257046	7.507e+00	1.727e-06	8.636e-06	auto
3s.14p	3P*	3	1	1	5	0.55583200	3s.6d	3D	3	2	0	7	0.53257037	4.204e+01	6.909e-06	4.836e-05	auto
3s.14p	3P*	3	1	1	5	0.55583200	3s.6g	3G	3	4	0	7	0.53410086	2.102e-19	3.958e-26	2.771e-25	auto
3s.14p	3P*	3	1	1	5	0.55583200	3s.8s	3S	3	0	0	3	0.53730801	3.914e+03	2.367e-03	7.100e-03	auto
3s.14p	3P*	3	1	1	5	0.55583200	3s.7d	1D	1	2	0	5	0.53802135	4.861e-06	1.908e-12	9.539e-12	auto
3s.14p	3P*	3	1	1	5	0.55583200	3s.7d	3D	3	2	0	3	0.54055262	9.212e+00	8.187e-06	2.456e-05	auto
3s.14p	3P*	3	1	1	5	0.55583200	3s.7d	3D	3	2	0	5	0.54055245	1.382e+02	7.369e-05	3.685e-04	auto
3s.14p	3P*	3	1	1	5	0.55583200	3s.7d	3D	3	2	0	7	0.54055235	7.738e+02	2.947e-04	2.063e-03	auto
3s.14p	3P*	3	1	1	5	0.55583200	3s.7g	3G	3	4	0	7	0.54150711	3.748e-20	1.624e-26	1.137e-25	auto
3s.14p	3P*	3	1	1	5	0.55583200	3s.9s	3S	3	0	0	3	0.54356300	2.718e+03	3.747e-03	1.124e-02	auto
3s.14p	3P*	3	1	1	5	0.55583200	3s.8d	1D	1	2	0	5	0.54393522	8.823e-07	7.761e-13	3.880e-12	auto
3s.14p	3P*	3	1	1	5	0.55583200	3s.8d	3D	3	2	0	3	0.54567761	1.718e+01	3.457e-05	1.037e-04	auto
3s.14p	3P*	3	1	1	5	0.55583200	3s.8d	3D	3	2	0	5	0.54567747	2.577e+02	3.111e-04	1.556e-03	auto
3s.14p	3P*	3	1	1	5	0.55583200	3s.8d	3D	3	2	0	7	0.54567735	1.443e+03	1.244e-03	8.711e-03	auto
3s.14p	3P*	3	1	1	5	0.55583200	3s.8g	3G	3	4	0	7	0.54631250	7.306e-21	7.169e-27	5.018e-26	auto
3s.14p	3P*	3	1	1	5	0.55583200	3s.10s	3S	3	0	0	3	0.54770790	2.085e+03	6.555e-03	1.966e-02	auto
3s.14p	3P*	3	1	1	5	0.55583200	3s.9d	1D	1	2	0	5	0.54791972	3.708e-07	7.374e-13	3.687e-12	auto
3s.14p	3P*	3	1	1	5	0.55583200	3s.9d	3D	3	2	0	3	0.54916218	2.185e+01	1.019e-04	3.057e-04	auto
3s.14p	3P*	3	1	1	5	0.55583200	3s.9d	3D	3	2	0	5	0.54916218	3.278e+02	9.173e-04	4.587e-03	auto
3s.14p	3P*	3	1	1	5	0.55583200	3s.9d	3D	3	2	0	7	0.54916218	1.835e+03	3.668e-03	2.568e-02	auto
3s.14p	3P*	3	1	1	5	0.55583200	3s.9g	3G	3	4	0	7	0.54960627	1.419e-21	3.256e-27	2.279e-26	auto
3s.14p	3P*	3	1	1	5	0.55583200	3s.11s	3S	3	0	0	3	0.55059550	1.736e+03	1.314e-02	3.941e-02	auto
3s.14p	3P*	3	1	1	5	0.55583200	3s.10d	1D	1	2	0	5	0.55072514	2.367e-07	1.130e-12	5.649e-12	auto
3s.14p	3P*	3	1	1	5	0.55583200	3s.10d	3D	3	2	0	3	0.55163860	2.403e+01	2.835e-04	8.506e-04	auto
3s.14p	3P*	3	1	1	5	0.55583200	3s.10d	3D	3	2	0	5	0.55163860	3.605e+02	2.552e-03	1.276e-02	auto
3s.14p	3P*	3	1	1	5	0.55583200	3s.10d	3D	3	2	0	7	0.55163860	2.019e+03	1.021e-02	7.147e-02	auto
3s.14p	3P*	3	1	1	5	0.55583200	3s.12s	3S	3	0	0	3	0.55268770	1.565e+03	3.284e-02	9.853e-02	auto
3s.14p	3P*	3	1	1	5	0.55583200	3s.11d	1D	1	2	0	5	0.55277180	1.906e-07	2.534e-12	1.267e-11	auto
3s.14p	3P*	3	1	1	5	0.55583200	3s.11d	3D	3	2	0	3	0.55346150	2.428e+01	8.965e-04	2.690e-03	auto
3s.14p	3P*	3	1	1	5	0.55583200	3s.11d	3D	3	2	0	5	0.55346150	3.642e+02	8.069e-03	4.034e-02	auto
3s.14p	3P*	3	1	1	5	0.55583200	3s.11d	3D	3	2	0	7	0.55346150	2.040e+03	3.228e-02	2.260e-01	auto
3s.14p	3P*	3	1	1	5	0.55583200	3s.13s	3S	3	0	0	3	0.55425240	1.554e+03	1.292e-01	3.877e-01	auto
3s.14p	3P*	3	1	1	5	0.55583200	3s.12d	1D	1	2	0	5	0.55430930	1.765e-07	9.477e-12	4.738e-11	auto
3s.14p	3P*	3	1	1	5	0.55583200	3s.12d	3D	3	2	0	3	0.55484160	2.098e+01	4.438e-03	1.331e-02	auto
3s.14p	3P*	3	1	1	5	0.55583200	3s.12d	3D	3	2	0	5	0.55484160	3.146e+02	3.993e-02	1.996e-01	auto
3s.14p	3P*	3	1	1	5	0.55583200	3s.12d	3D	3	2	0	7	0.55484160	1.762e+03	1.597e-01	1.118e+00	auto
3s.14p	3P*	3	1	1	5	0.55583200	3s.14s	3S	3	0	0	3	0.55545280	1.624e+03	2.343e+00	7.030e+00	auto
3s.14p	3P*	3	1	1	5	0.55583200	3s.13d	1D	1	2	0	5	0.55549300	6.893e-08	7.467e-11	3.734e-10	auto
3s.13d	3D	3	2	0	3	0.55591240	3s.3p	3P*	3	1	1	1	0.19911554	7.637e+04	2.241e-04	2.241e-04	auto
3s.13d	3D	3	2	0	3	0.55591240	3s.3p	3P*	3	1	1	3	0.19929833	5.732e+04	5.611e-05	1.683e-04	auto
3s.13d	3D	3	2	0	3	0.55591240	3s.3p	3P*	3	1	1	5	0.19966935	3.828e+03	2.253e-06	1.127e-05	auto
3s.13d	3D	3	2	0	3	0.55591240	3s.3p	1P*	1	1	1	3	0.31941062	7.667e-02	1.706e-10	5.119e-10	auto
3s.13d	3D	3	2	0	3	0.55591240	3s.4p	3P*	3	1	1	1	0.43596035	1.592e+04	4.132e-04	4.132e-04	auto
3s.13d	3D	3	2	0	3	0.55591240	3s.4p	3P*	3	1	1	3	0.43599038	1.192e+04	1.032e-04	3.096e-04	auto
3s.13d	3D	3	2	0	3	0.55591240	3s.4p	3P*	3	1	1	5	0.43605187	7.931e+02	4.124e-06	2.062e-05	auto
3s.13d	3D	3	2	0	3	0.55591240	3s.4p	1P*	1	1	1	3	0.44968048	6.427e-02	7.090e-10	2.127e-09	auto
3s.13d	3D	3	2	0	3	0.55591240	3s.5p	3P*	3	1	1	1	0.49435152	1.857e+04	1.830e-03	1.830e-03	auto
3s.13d	3D	3	2	0	3	0.55591240	3s.5p	3P*	3	1	1	3	0.49436316	1.391e+04	4.571e-04	1.371e-03	auto
3s.13d	3D	3	2	0	3	0.55591240	3s.5p	3P*	3	1	1	5	0.49438722	9.262e+02	1.828e-05	9.138e-05	auto
3s.13d	3D	3	2	0	3	0.55591240	3s.4f	3F*	3	3	1	5	0.49825033	1.037e+03	2.330e-05	1.165e-04	auto
3s.13d	3D	3	2	0	3	0.55591240	3s.5p	1P*	1	1	1	3	0.49852264	2.019e-01	7.632e-09	2.289e-08	auto
3s.13d	3D	3	2	0	3	0.55591240	3s.6p	3P*	3	1	1	1	0.51957785	1.435e+04	4.060e-03	4.060e-03	auto
3s.13d	3D	3	2	0	3	0.55591240	3s.6p	3P*	3	1	1	3	0.51958373	1.076e+04	1.015e-03	3.045e-03	auto
3s.13d	3D	3	2	0	3	0.55591240	3s.6p	3P*	3	1	1	5	0.51959559	7.163e+02	4.057e-05	2.028e-04	auto
3s.13d	3D	3	2	0	3	0.55591240	3s.5f	3F*	3	3	1	5	0.52128328	2.609e+01	1.625e-06	8.126e-06	auto
3s.13d	3D	3	2	0	3	0.55591240	3s.6p	1P*	1	1	1	3	0.52138137	2.401e-01	2.507e-08	7.520e-08	auto
3s.13d	3D	3	2	0	3	0.55591240	3s.7p	3P*	3	1	1	1	0.53287880	1.072e+04	7.546e-03	7.546e-03	auto
3s.13d	3D	3	2	0	3	0.55591240	3s.7p	3P*	3	1	1	3	0.53288182	8.037e+03	1.886e-03	5.659e-03	auto
3s.13d	3D	3	2	0	3	0.55591240	3s.7p	3P*	3	1	1	5	0.53288856	5.352e+02	7.542e-05	3.771e-04	auto
3s.13d	3D	3	2	0	3	0.55591240	3s.6f	3F*	3	3	1	5	0.53377948	8.632e+02	1.316e-04	6.581e-04	auto
3s.13d	3D	3	2	0	3	0.55591240	3s.7p	1P*	1	1	1	3	0.53382230	2.270e-01	5.791e-08	1.737e-07	auto
3s.13d	3D	3	2	0	3	0.55591240	3s.8p	3P*	3	1	1	1	0.54076870	8.130e+03	1.324e-02	1.324e-02	auto
3s.13d	3D	3	2	0	3	0.55591240	3s.8p	3P*	3	1	1	3	0.54076870	6.094e+03	3.308e-03	9.924e-03	auto
3s.13d	3D	3	2	0	3	0.55591240	3s.8p	3P*	3	1	1	5	0.54076870	4.058e+02	1.322e-04	6.609e-04	auto
3s.13d	3D	3	2	0	3	0.55591240	3s.7f	3F*	3	3	1	5	0.54129958	1.745e+03	6.104e-04	3.052e-03	auto
3s.13d	3D	3	2	0	3	0.55591240	3s.8p	1P*	1	1	1	3	0.54132160	1.979e-01	1.157e-07	3.472e-07	auto
3s.13d	3D	3	2	0	3	0.55591240	3s.9p	3P*	3	1	1	1	0.54582950	6.315e+03	2.320e-02	2.320e-02	auto
3s.13d	3D	3	2	0	3	0.55591240	3s.9p	3P*	3	1	1	3	0.54582950	4.733e+03	5.796e-03	1.739e-02	auto
3s.13d	3D	3	2	0	3	0.55591240	3s.9p	3P*	3	1	1	5	0.54582950	3.152e+02	2.316e-04	1.158e-03	auto
3s.13d	3D	3	2	0	3	0.55591240	3s.8f	3F*	3	3	1	5	0.54617128	2.330e+03	1.834e-03	9.171e-03	auto
3s.13d	3D	3	2	0	3	0.55591240	3s.9p	1P*	1	1	1	3	0.54618280	1.683e-01	2.213e-07	6.640e-07	auto
3s.13d	3D	3	2	0	3	0.55591240	3s.10p	3P*	3	1	1	1	0.54922600	5.126e+03	4.282e-02	4.282e-02	auto
3s.13d	3D	3	2	0	3	0.55591240	3s.10p	3P*	3	1	1	3	0.54922700	3.842e+03	1.070e-02	3.210e-02	auto
3s.13d	3D	3	2	0	3	0.55591240	3s.10p	3P*	3	1	1	5	0.54923000	2.559e+02	4.281e-04	2.140e-03	auto
3s.13d	3D	3	2	0	3	0.55591240	3s.9f	3F*	3	3	1	5	0.54950572	2.687e+03	4.890e-03	2.445e-02	auto
3s.13d	3D	3	2	0	3	0.55591240	3s.10p	1P*	1	1	1	3	0.54951500	1.012e-01	3.078e-07	9.235e-07	auto
3s.13d	3D	3	2	0	3	0.55591240	3s.11p	3P*	3	1	1	1	0.55164500	4.309e+03	8.837e-02	8.837e-02	auto
3s.13d	3D	3	2	0	3	0.55591240	3s.11p	3P*	3	1	1	3	0.55164600	3.229e+03	2.208e-02	6.625e-02	auto
3s.13d	3D	3	2	0	3	0.55591240	3s.11p	3P*	3	1	1	5	0.55164700	2.150e+02	8.827e-04	4.414e-03	auto
3s.13d	3D	3	2	0	3	0.55591240	3s.10f	3F*	3	3	1	5	0.55188736	2.918e+03	1.345e-02	6.727e-02	auto
3s.13d	3D	3	2	0	3	0.55591240	3s.11p	1P*	1	1	1	3	0.55189390	5.810e-02	4.479e-07	1.344e-06	auto
3s.13d	3D	3	2	0	3	0.55591240	3s.12p	3P*	3	1	1	1	0.55342700	3.796e+03	2.295e-01	2.295e-01	auto
3s.13d	3D	3	2	0	3	0.55591240	3s.12p	3P*	3	1	1	3	0.55342800	2.845e+03	5.738e-02	1.722e-01	auto
3s.13d	3D	3	2	0	3	0.55591240	3s.12p	3P*	3	1	1	5	0.55342900	1.893e+02	2.293e-03	1.146e-02	auto
3s.13d	3D	3	2	0	3	0.55591240	3s.11f	3F*	3	3	1	5	0.55364726	3.093e+03	4.503e-02	2.251e-01	auto
3s.13d	3D	3	2	0	3	0.55591240	3s.12p	1P*	1	1	1	3	0.55365060	3.078e-02	7.490e-07	2.247e-06	auto
3s.13d	3D	3	2	0	3	0.55591240	3s.13p	3P*	3	1	1	1	0.55478000	3.702e+03	1.078e+00	1.078e+00	auto
3s.13d	3D	3	2	0	3	0.55591240	3s.13p	3P*	3	1	1	3	0.55478100	2.773e+03	2.697e-01	8.091e-01	auto
3s.13d	3D	3	2	0	3	0.55591240	3s.13p	3P*	3	1	1	5	0.55478200	1.843e+02	1.077e-02	5.387e-02	auto
3s.13d	3D	3	2	0	3	0.55591240	3s.12f	3F*	3	3	1	5	0.55498440	3.175e+03	2.754e-01	1.377e+00	auto
3s.13d	3D	3	2	0	3	0.55591240	3s.13p	1P*	1	1	1	3	0.55498830	5.412e-03	7.890e-07	2.367e-06	auto
3s.13d	3D	3	2	0	3	0.55591240	3s.14p	3P*	3	1	1	1	0.55583100	1.985e+01	1.119e+00	1.119e+00	auto
3s.13d	3D	3	2	0	3	0.55591240	3s.14p	3P*	3	1	1	3	0.55583100	1.466e+01	2.754e-01	8.263e-01	auto
3s.13d	3D	3	2	0	3	0.55591240	3s.14p	3P*	3	1	1	5	0.55583200	9.476e-01	1.095e-02	5.475e-02	auto
3s.13d	3D	3	2	0	5	0.55591240	3s.3p	3P*	3	1	1	3	0.19929833	1.032e+05	1.684e-04	5.051e-04	auto
3s.13d	3D	3	2	0	5	0.55591240	3s.3p	3P*	3	1	1	5	0.19966935	3.445e+04	3.379e-05	1.690e-04	auto
3s.13d	3D	3	2	0	5	0.55591240	3s.3p	1P*	1	1	1	3	0.31941062	1.361e-01	5.049e-10	1.515e-09	auto
3s.13d	3D	3	2	0	5	0.55591240	3s.4p	3P*	3	1	1	3	0.43599038	2.147e+04	3.098e-04	9.293e-04	auto
3s.13d	3D	3	2	0	5	0.55591240	3s.4p	3P*	3	1	1	5	0.43605187	7.138e+03	6.185e-05	3.093e-04	auto
3s.13d	3D	3	2	0	5	0.55591240	3s.4p	1P*	1	1	1	3	0.44968048	1.120e-01	2.059e-09	6.178e-09	auto
3s.13d	3D	3	2	0	5	0.55591240	3s.5p	3P*	3	1	1	3	0.49436316	2.505e+04	1.372e-03	4.116e-03	auto
3s.13d	3D	3	2	0	5	0.55591240	3s.5p	3P*	3	1	1	5	0.49438722	8.336e+03	2.742e-04	1.371e-03	auto
3s.13d	3D	3	2	0	5	0.55591240	3s.4f	1F*	1	3	1	7	0.49824836	1.355e+01	3.624e-07	2.537e-06	auto
3s.13d	3D	3	2	0	5	0.55591240	3s.4f	3F*	3	3	1	5	0.49825033	1.152e+02	4.313e-06	2.157e-05	auto
3s.13d	3D	3	2	0	5	0.55591240	3s.4f	3F*	3	3	1	7	0.49825076	9.064e+02	2.424e-05	1.697e-04	auto
3s.13d	3D	3	2	0	5	0.55591240	3s.5p	1P*	1	1	1	3	0.49852264	3.640e-01	2.293e-08	6.879e-08	auto
3s.13d	3D	3	2	0	5	0.55591240	3s.6p	3P*	3	1	1	3	0.51958373	1.936e+04	3.044e-03	9.131e-03	auto
3s.13d	3D	3	2	0	5	0.55591240	3s.6p	3P*	3	1	1	5	0.51959559	6.447e+03	6.085e-04	3.043e-03	auto
3s.13d	3D	3	2	0	5	0.55591240	3s.5f	1F*	1	3	1	7	0.52128269	8.102e-01	6.008e-08	4.205e-07	auto
3s.13d	3D	3	2	0	5	0.55591240	3s.5f	3F*	3	3	1	5	0.52128328	2.899e+00	3.010e-07	1.505e-06	auto
3s.13d	3D	3	2	0	5	0.55591240	3s.5f	3F*	3	3	1	7	0.52128364	2.257e+01	1.674e-06	1.172e-05	auto
3s.13d	3D	3	2	0	5	0.55591240	3s.6p	1P*	1	1	1	3	0.52138137	4.333e-01	7.540e-08	2.262e-07	auto
3s.13d	3D	3	2	0	5	0.55591240	3s.7p	3P*	3	1	1	3	0.53288182	1.447e+04	5.660e-03	1.698e-02	auto
3s.13d	3D	3	2	0	5	0.55591240	3s.7p	3P*	3	1	1	5	0.53288856	4.817e+03	1.131e-03	5.656e-03	auto
3s.13d	3D	3	2	0	5	0.55591240	3s.6f	1F*	1	3	1	7	0.53377902	5.068e+01	9.199e-06	6.440e-05	auto
3s.13d	3D	3	2	0	5	0.55591240	3s.6f	3F*	3	3	1	5	0.53377948	9.592e+01	2.438e-05	1.219e-04	auto
3s.13d	3D	3	2	0	5	0.55591240	3s.6f	3F*	3	3	1	7	0.53377948	7.173e+02	1.302e-04	9.115e-04	auto
