Confk	Termk	Sk	Lk	Pk	gk	Ek(Ry)	Confi	Termi	Si	Li	Pi	gi	Ei(Ry)	Aki	fik	gf	source
3s.5d	3D	3	2	0	7	0.51913260	3s.4f	1F*	1	3	1	7	0.49824836	1.209e+02	3.451e-05	2.416e-04	auto
3s.5d	3D	3	2	0	7	0.51913260	3s.4f	3F*	3	3	1	5	0.49825033	2.391e+02	9.557e-05	4.778e-04	auto
3s.5d	3D	3	2	0	7	0.51913260	3s.4f	3F*	3	3	1	7	0.49825076	8.247e+03	2.355e-03	1.648e-02	auto
3s.5d	3D	3	2	0	7	0.51913260	3s.4f	3F*	3	3	1	9	0.49825125	1.270e+05	2.830e-02	2.547e-01	nist
3s.6p	3P*	3	1	1	1	0.51957785	3s.4s	3S	3	0	0	3	0.37541836	2.630e+05	5.250e-04	1.575e-03	nist
3s.6p	3P*	3	1	1	1	0.51957785	3s.3d	3D	3	2	0	3	0.43701687	2.050e+05	1.250e-03	3.750e-03	nist
3s.6p	3P*	3	1	1	1	0.51957785	3s.5s	3S	3	0	0	3	0.47269724	3.540e+05	6.690e-03	2.007e-02	nist
3s.6p	3P*	3	1	1	1	0.51957785	3s.4d	3D	3	2	0	3	0.49383689	1.883e+05	1.179e-02	3.538e-02	auto
3s.6p	3P*	3	1	1	1	0.51957785	3s.6s	3S	3	0	0	3	0.50932360	6.210e+05	2.450e-01	7.350e-01	nist
3s.6p	3P*	3	1	1	1	0.51957785	3s.5d	3D	3	2	0	3	0.51913308	1.683e+02	3.531e-02	1.059e-01	auto
3s.6p	3P*	3	1	1	3	0.51958373	3s2	1S	1	0	0	1	0.00000000	1.010e+03	1.397e-06	1.397e-06	auto
3s.6p	3P*	3	1	1	3	0.51958373	3s.4s	3S	3	0	0	3	0.37541836	2.640e+05	1.580e-03	4.740e-03	nist
3s.6p	3P*	3	1	1	3	0.51958373	3s.4s	1S	1	0	0	1	0.39643154	7.757e+00	1.910e-07	1.910e-07	auto
3s.6p	3P*	3	1	1	3	0.51958373	3s.3d	1D	1	2	0	5	0.42285584	3.010e+01	2.403e-07	1.202e-06	auto
3s.6p	3P*	3	1	1	3	0.51958373	3s.3d	3D	3	2	0	3	0.43701687	1.113e+04	2.033e-04	6.098e-04	auto
3s.6p	3P*	3	1	1	3	0.51958373	3s.3d	3D	3	2	0	5	0.43701659	1.540e+05	1.690e-03	8.450e-03	nist
3s.6p	3P*	3	1	1	3	0.51958373	3s.5s	3S	3	0	0	3	0.47269724	3.550e+05	2.010e-02	6.030e-02	nist
3s.6p	3P*	3	1	1	3	0.51958373	3s.5s	1S	1	0	0	1	0.47892739	1.531e+01	3.459e-06	3.459e-06	auto
3s.6p	3P*	3	1	1	3	0.51958373	3s.4d	1D	1	2	0	5	0.48419848	1.482e+01	8.841e-07	4.421e-06	auto
3s.6p	3P*	3	1	1	3	0.51958373	3s.4d	3D	3	2	0	3	0.49383689	4.713e+04	8.851e-03	2.655e-02	auto
3s.6p	3P*	3	1	1	3	0.51958373	3s.4d	3D	3	2	0	5	0.49383652	1.500e+05	1.690e-02	8.450e-02	nist
3s.6p	3P*	3	1	1	3	0.51958373	3s.6s	3S	3	0	0	3	0.50932360	6.220e+05	7.360e-01	2.208e+00	nist
3s.6p	3P*	3	1	1	3	0.51958373	3s.6s	1S	1	0	0	1	0.51201246	6.026e+00	3.926e-05	3.926e-05	auto
3s.6p	3P*	3	1	1	3	0.51958373	3s.5d	1D	1	2	0	5	0.51311972	4.740e+00	8.474e-06	4.237e-05	auto
3s.6p	3P*	3	1	1	3	0.51958373	3s.5d	3D	3	2	0	3	0.51913308	4.423e+01	2.711e-02	8.134e-02	auto
3s.6p	3P*	3	1	1	3	0.51958373	3s.5d	3D	3	2	0	5	0.51913287	1.326e+02	4.873e-02	2.436e-01	auto
3s.6p	3P*	3	1	1	5	0.51959559	3s.4s	3S	3	0	0	3	0.37541836	2.630e+05	2.630e-03	7.890e-03	nist
3s.6p	3P*	3	1	1	5	0.51959559	3s.3d	1D	1	2	0	5	0.42285584	5.830e-04	7.755e-12	3.878e-11	auto
3s.6p	3P*	3	1	1	5	0.51959559	3s.3d	3D	3	2	0	3	0.43701687	4.457e+02	1.356e-05	4.068e-05	auto
3s.6p	3P*	3	1	1	5	0.51959559	3s.3d	3D	3	2	0	5	0.43701659	6.688e+03	1.221e-04	6.105e-04	auto
3s.6p	3P*	3	1	1	5	0.51959559	3s.3d	3D	3	2	0	7	0.43701675	1.730e+05	2.260e-03	1.582e-02	nist
3s.6p	3P*	3	1	1	5	0.51959559	3s.5s	3S	3	0	0	3	0.47269724	3.550e+05	3.350e-02	1.005e-01	nist
3s.6p	3P*	3	1	1	5	0.51959559	3s.4d	1D	1	2	0	5	0.48419848	2.482e-04	2.466e-11	1.233e-10	auto
3s.6p	3P*	3	1	1	5	0.51959559	3s.4d	3D	3	2	0	3	0.49383689	1.889e+03	5.907e-04	1.772e-03	auto
3s.6p	3P*	3	1	1	5	0.51959559	3s.4d	3D	3	2	0	5	0.49383652	2.834e+04	5.317e-03	2.659e-02	auto
3s.6p	3P*	3	1	1	5	0.51959559	3s.4d	3D	3	2	0	7	0.49383617	1.680e+05	2.250e-02	1.575e-01	nist
3s.6p	3P*	3	1	1	5	0.51959559	3s.6s	3S	3	0	0	3	0.50932360	6.250e+05	1.230e+00	3.690e+00	nist
3s.6p	3P*	3	1	1	5	0.51959559	3s.5d	1D	1	2	0	5	0.51311972	5.410e-05	1.606e-10	8.030e-10	auto
3s.6p	3P*	3	1	1	5	0.51959559	3s.5d	3D	3	2	0	3	0.51913308	1.952e+00	1.893e-03	5.680e-03	auto
3s.6p	3P*	3	1	1	5	0.51959559	3s.5d	3D	3	2	0	5	0.51913287	2.927e+01	1.702e-02	8.509e-02	auto
3s.6p	3P*	3	1	1	5	0.51959559	3s.5d	3D	3	2	0	7	0.51913260	1.638e+02	6.795e-02	4.757e-01	auto
3s.5f	1F*	1	3	1	7	0.52128269	3s.3d	1D	1	2	0	5	0.42285584	7.950e+06	1.430e-01	7.150e-01	nist
3s.5f	1F*	1	3	1	7	0.52128269	3s.3d	3D	3	2	0	5	0.43701659	2.112e+05	5.184e-03	2.592e-02	auto
3s.5f	1F*	1	3	1	7	0.52128269	3s.3d	3D	3	2	0	7	0.43701675	2.636e+04	4.622e-04	3.235e-03	auto
3s.5f	1F*	1	3	1	7	0.52128269	3s.4d	1D	1	2	0	5	0.48419848	9.390e+05	1.190e-01	5.950e-01	nist
3s.5f	1F*	1	3	1	7	0.52128269	3s.4d	3D	3	2	0	5	0.49383652	9.733e+04	2.252e-02	1.126e-01	auto
3s.5f	1F*	1	3	1	7	0.52128269	3s.4d	3D	3	2	0	7	0.49383617	1.216e+04	2.010e-03	1.407e-02	auto
3s.5f	1F*	1	3	1	7	0.52128269	3s.5d	1D	1	2	0	5	0.51311972	4.590e+05	1.200e+00	6.000e+00	nist
3s.5f	1F*	1	3	1	7	0.52128269	3s.5d	3D	3	2	0	5	0.51913287	3.392e+02	1.279e-02	6.396e-02	auto
3s.5f	1F*	1	3	1	7	0.52128269	3s.5d	3D	3	2	0	7	0.51913260	4.239e+01	1.142e-03	7.991e-03	auto
3s.5f	3F*	3	3	1	5	0.52128328	3s.4s	3S	3	0	0	3	0.37541836	2.073e-11	2.022e-19	6.065e-19	auto
3s.5f	3F*	3	3	1	5	0.52128328	3s.3d	1D	1	2	0	5	0.42285584	3.790e-06	4.870e-14	2.435e-13	auto
3s.5f	3F*	3	3	1	5	0.52128328	3s.3d	3D	3	2	0	3	0.43701687	5.479e+06	1.601e-01	4.803e-01	auto
3s.5f	3F*	3	3	1	5	0.52128328	3s.3d	3D	3	2	0	5	0.43701659	1.015e+06	1.780e-02	8.898e-02	auto
3s.5f	3F*	3	3	1	5	0.52128328	3s.3d	3D	3	2	0	7	0.43701675	2.898e+04	3.629e-04	2.540e-03	auto
3s.5f	3F*	3	3	1	5	0.52128328	3s.5s	3S	3	0	0	3	0.47269724	1.516e-14	1.333e-21	3.998e-21	auto
3s.5f	3F*	3	3	1	5	0.52128328	3s.4d	1D	1	2	0	5	0.48419848	3.366e-04	3.047e-11	1.523e-10	auto
3s.5f	3F*	3	3	1	5	0.52128328	3s.4d	3D	3	2	0	3	0.49383689	2.170e+06	5.990e-01	1.797e+00	nist
3s.5f	3F*	3	3	1	5	0.52128328	3s.4d	3D	3	2	0	5	0.49383652	4.677e+05	7.729e-02	3.865e-01	auto
3s.5f	3F*	3	3	1	5	0.52128328	3s.4d	3D	3	2	0	7	0.49383617	1.336e+04	1.577e-03	1.104e-02	auto
3s.5f	3F*	3	3	1	5	0.52128328	3s.6s	3S	3	0	0	3	0.50932360	2.172e-16	3.151e-22	9.452e-22	auto
3s.5f	3F*	3	3	1	5	0.52128328	3s.5d	1D	1	2	0	5	0.51311972	1.428e-05	2.668e-11	1.334e-10	auto
3s.5f	3F*	3	3	1	5	0.52128328	3s.5d	3D	3	2	0	3	0.51913308	8.812e+03	3.955e-01	1.186e+00	auto
3s.5f	3F*	3	3	1	5	0.52128328	3s.5d	3D	3	2	0	5	0.51913287	1.632e+03	4.394e-02	2.197e-01	auto
3s.5f	3F*	3	3	1	5	0.52128328	3s.5d	3D	3	2	0	7	0.51913260	4.661e+01	8.961e-04	6.273e-03	auto
3s.5f	3F*	3	3	1	7	0.52128364	3s.3d	1D	1	2	0	5	0.42285584	3.061e+05	5.507e-03	2.753e-02	auto
3s.5f	3F*	3	3	1	7	0.52128364	3s.3d	3D	3	2	0	5	0.43701659	5.950e+06	1.460e-01	7.300e-01	nist
3s.5f	3F*	3	3	1	7	0.52128364	3s.3d	3D	3	2	0	7	0.43701675	6.983e+05	1.224e-02	8.570e-02	auto
3s.5f	3F*	3	3	1	7	0.52128364	3s.4d	1D	1	2	0	5	0.48419848	7.625e+04	9.663e-03	4.832e-02	auto
3s.5f	3F*	3	3	1	7	0.52128364	3s.4d	3D	3	2	0	5	0.49383652	2.300e+06	5.320e-01	2.660e+00	nist
3s.5f	3F*	3	3	1	7	0.52128364	3s.4d	3D	3	2	0	7	0.49383617	3.219e+05	5.319e-02	3.724e-01	auto
3s.5f	3F*	3	3	1	7	0.52128364	3s.5d	1D	1	2	0	5	0.51311972	2.086e+04	5.455e-02	2.727e-01	auto
3s.5f	3F*	3	3	1	7	0.52128364	3s.5d	3D	3	2	0	5	0.51913287	8.988e+03	3.386e-01	1.693e+00	auto
3s.5f	3F*	3	3	1	7	0.52128364	3s.5d	3D	3	2	0	7	0.51913260	1.123e+03	3.022e-02	2.115e-01	auto
3s.5f	3F*	3	3	1	9	0.52128398	3s.3d	3D	3	2	0	7	0.43701675	6.523e+06	1.470e-01	1.029e+00	auto
3s.5f	3F*	3	3	1	9	0.52128398	3s.4d	3D	3	2	0	7	0.49383617	2.590e+06	5.500e-01	3.850e+00	nist
3s.5f	3F*	3	3	1	9	0.52128398	3s.5d	3D	3	2	0	7	0.51913260	1.050e+04	3.631e-01	2.542e+00	auto
3s.6p	1P*	1	1	1	3	0.52138137	3s2	1S	1	0	0	1	0.00000000	6.620e+06	9.100e-03	9.100e-03	nist
3s.6p	1P*	1	1	1	3	0.52138137	3s.4s	3S	3	0	0	3	0.37541836	2.396e+01	1.400e-07	4.200e-07	auto
3s.6p	1P*	1	1	1	3	0.52138137	3s.4s	1S	1	0	0	1	0.39643154	6.270e+04	1.500e-03	1.500e-03	nist
3s.6p	1P*	1	1	1	3	0.52138137	3s.3d	1D	1	2	0	5	0.42285584	2.990e+05	2.300e-03	1.150e-02	nist
3s.6p	1P*	1	1	1	3	0.52138137	3s.3d	3D	3	2	0	3	0.43701687	2.162e-01	3.782e-09	1.135e-08	auto
3s.6p	1P*	1	1	1	3	0.52138137	3s.3d	3D	3	2	0	5	0.43701659	7.535e-01	7.908e-09	3.954e-08	auto
3s.6p	1P*	1	1	1	3	0.52138137	3s.5s	3S	3	0	0	3	0.47269724	1.408e+01	7.396e-07	2.219e-06	auto
3s.6p	1P*	1	1	1	3	0.52138137	3s.5s	1S	1	0	0	1	0.47892739	2.320e+05	4.800e-02	4.800e-02	nist
3s.6p	1P*	1	1	1	3	0.52138137	3s.4d	1D	1	2	0	5	0.48419848	2.410e+05	1.300e-02	6.500e-02	nist
3s.6p	1P*	1	1	1	3	0.52138137	3s.4d	3D	3	2	0	3	0.49383689	1.035e+00	1.698e-07	5.095e-07	auto
3s.6p	1P*	1	1	1	3	0.52138137	3s.4d	3D	3	2	0	5	0.49383652	3.075e+00	3.027e-07	1.514e-06	auto
3s.6p	1P*	1	1	1	3	0.52138137	3s.6s	3S	3	0	0	3	0.50932360	2.346e+01	2.009e-05	6.026e-05	auto
3s.6p	1P*	1	1	1	3	0.52138137	3s.6s	1S	1	0	0	1	0.51201246	5.417e+05	2.305e+00	2.305e+00	auto
3s.6p	1P*	1	1	1	3	0.52138137	3s.5d	1D	1	2	0	5	0.51311972	3.680e+05	4.030e-01	2.015e+00	nist
3s.6p	1P*	1	1	1	3	0.52138137	3s.5d	3D	3	2	0	3	0.51913308	1.222e-01	3.010e-06	9.029e-06	auto
3s.6p	1P*	1	1	1	3	0.52138137	3s.5d	3D	3	2	0	5	0.51913287	3.678e-01	5.434e-06	2.717e-05	auto
3s.5g	3G	3	4	0	7	0.52181666	3s.3p	3P*	3	1	1	5	0.19966935	8.239e-15	1.384e-23	6.918e-23	auto
3s.5g	3G	3	4	0	7	0.52181666	3s.4p	3P*	3	1	1	5	0.43605187	1.021e-15	2.419e-23	1.210e-22	auto
3s.5g	3G	3	4	0	7	0.52181666	3s.5p	3P*	3	1	1	5	0.49438722	1.383e-17	3.204e-24	1.602e-23	auto
3s.5g	3G	3	4	0	7	0.52181666	3s.4f	1F*	1	3	1	7	0.49824836	5.356e+03	1.200e-03	8.403e-03	auto
3s.5g	3G	3	4	0	7	0.52181666	3s.4f	3F*	3	3	1	5	0.49825033	4.050e+06	1.270e+00	6.350e+00	nist
3s.5g	3G	3	4	0	7	0.52181666	3s.4f	3F*	3	3	1	7	0.49825076	3.550e+05	7.960e-02	5.572e-01	nist
3s.5g	3G	3	4	0	7	0.52181666	3s.4f	3F*	3	3	1	9	0.49825125	5.410e+03	9.430e-04	8.487e-03	nist
3s.5g	3G	3	4	0	7	0.52181666	3s.6p	3P*	3	1	1	5	0.51959559	3.987e-21	1.409e-25	7.043e-25	auto
3s.5g	3G	3	4	0	7	0.52181666	3s.5f	1F*	1	3	1	7	0.52128269	2.726e-01	1.190e-04	8.332e-04	auto
3s.5g	3G	3	4	0	7	0.52181666	3s.5f	3F*	3	3	1	5	0.52128328	8.519e+01	5.219e-02	2.610e-01	auto
3s.5g	3G	3	4	0	7	0.52181666	3s.5f	3F*	3	3	1	7	0.52128364	7.173e+00	3.143e-03	2.200e-02	auto
3s.5g	3G	3	4	0	7	0.52181666	3s.5f	3F*	3	3	1	9	0.52128398	1.180e-01	4.027e-05	3.624e-04	auto
3s.5g	1G	1	4	0	9	0.52181666	3s.4f	1F*	1	3	1	7	0.49824836	4.410e+06	1.270e+00	8.890e+00	nist
3s.5g	1G	1	4	0	9	0.52181666	3s.4f	3F*	3	3	1	7	0.49825076	1.346e+06	3.879e-01	2.716e+00	auto
3s.5g	1G	1	4	0	9	0.52181666	3s.4f	3F*	3	3	1	9	0.49825125	1.242e+05	2.784e-02	2.506e-01	auto
3s.5g	1G	1	4	0	9	0.52181666	3s.5f	1F*	1	3	1	7	0.52128269	6.923e+01	3.886e-02	2.721e-01	auto
3s.5g	1G	1	4	0	9	0.52181666	3s.5f	3F*	3	3	1	7	0.52128364	2.136e+01	1.203e-02	8.424e-02	auto
3s.5g	1G	1	4	0	9	0.52181666	3s.5f	3F*	3	3	1	9	0.52128398	2.494e+00	1.094e-03	9.848e-03	auto
3s.5g	3G	3	4	0	9	0.52181666	3s.4f	1F*	1	3	1	7	0.49824836	1.463e+06	4.216e-01	2.951e+00	auto
3s.5g	3G	3	4	0	9	0.52181666	3s.4f	3F*	3	3	1	7	0.49825076	2.977e+06	8.580e-01	6.006e+00	auto
3s.5g	3G	3	4	0	9	0.52181666	3s.4f	3F*	3	3	1	9	0.49825125	1.638e+05	3.672e-02	3.305e-01	auto
3s.5g	3G	3	4	0	9	0.52181666	3s.5f	1F*	1	3	1	7	0.52128269	2.382e+01	1.337e-02	9.360e-02	auto
3s.5g	3G	3	4	0	9	0.52181666	3s.5f	3F*	3	3	1	7	0.52128364	6.573e+01	3.703e-02	2.592e-01	auto
3s.5g	3G	3	4	0	9	0.52181666	3s.5f	3F*	3	3	1	9	0.52128398	3.290e+00	1.443e-03	1.299e-02	auto
3s.5g	3G	3	4	0	11	0.52181666	3s.4f	3F*	3	3	1	9	0.49825125	4.607e+06	1.262e+00	1.136e+01	auto
3s.5g	3G	3	4	0	11	0.52181666	3s.5f	3F*	3	3	1	9	0.52128398	9.257e+01	4.964e-02	4.468e-01	auto
3p2	3P	3	1	0	1	0.52682870	3s.3p	3P*	3	1	1	3	0.19929833	5.430e+08	2.100e-01	6.300e-01	nist
3p2	3P	3	1	0	1	0.52682870	3s.3p	1P*	1	1	1	3	0.31941062	1.404e+02	1.354e-07	4.063e-07	auto
3p2	3P	3	1	0	1	0.52682870	3s.4p	3P*	3	1	1	3	0.43599038	4.961e+03	2.495e-05	7.485e-05	auto
3p2	3P	3	1	0	1	0.52682870	3s.4p	1P*	1	1	1	3	0.44968048	9.584e-02	6.682e-10	2.005e-09	auto
3p2	3P	3	1	0	1	0.52682870	3s.5p	3P*	3	1	1	3	0.49436316	1.495e+03	5.886e-05	1.766e-04	auto
3p2	3P	3	1	0	1	0.52682870	3s.5p	1P*	1	1	1	3	0.49852264	2.023e+00	1.048e-07	3.143e-07	auto
3p2	3P	3	1	0	1	0.52682870	3s.6p	3P*	3	1	1	3	0.51958373	5.638e+00	4.457e-06	1.337e-05	auto
3p2	3P	3	1	0	1	0.52682870	3s.6p	1P*	1	1	1	3	0.52138137	1.238e+01	1.731e-05	5.194e-05	auto
3p2	3P	3	1	0	3	0.52701670	3s.3p	3P*	3	1	1	1	0.19911554	1.820e+08	6.320e-01	6.320e-01	nist
3p2	3P	3	1	0	3	0.52701670	3s.3p	3P*	3	1	1	3	0.19929833	1.360e+08	1.580e-01	4.740e-01	nist
3p2	3P	3	1	0	3	0.52701670	3s.3p	3P*	3	1	1	5	0.19966935	2.140e+08	1.490e-01	7.450e-01	nist
3p2	3P	3	1	0	3	0.52701670	3s.3p	1P*	1	1	1	3	0.31941062	6.039e+01	1.744e-07	5.233e-07	auto
3p2	3P	3	1	0	3	0.52701670	3s.4p	3P*	3	1	1	1	0.43596035	1.657e+03	7.464e-05	7.464e-05	auto
3p2	3P	3	1	0	3	0.52701670	3s.4p	3P*	3	1	1	3	0.43599038	1.253e+03	1.883e-05	5.648e-05	auto
3p2	3P	3	1	0	3	0.52701670	3s.4p	3P*	3	1	1	5	0.43605187	2.065e+03	1.864e-05	9.321e-05	auto
3p2	3P	3	1	0	3	0.52701670	3s.4p	1P*	1	1	1	3	0.44968048	1.093e-01	2.275e-09	6.825e-09	auto
3p2	3P	3	1	0	3	0.52701670	3s.5p	3P*	3	1	1	1	0.49435152	4.997e+02	1.749e-04	1.749e-04	auto
3p2	3P	3	1	0	3	0.52701670	3s.5p	3P*	3	1	1	3	0.49436316	3.712e+02	4.334e-05	1.300e-04	auto
3p2	3P	3	1	0	3	0.52701670	3s.5p	3P*	3	1	1	5	0.49438722	6.400e+02	4.490e-05	2.245e-04	auto
3p2	3P	3	1	0	3	0.52701670	3s.4f	3F*	3	3	1	5	0.49825033	3.829e-04	3.456e-11	1.728e-10	auto
3p2	3P	3	1	0	3	0.52701670	3s.5p	1P*	1	1	1	3	0.49852264	2.735e-03	4.194e-10	1.258e-09	auto
3p2	3P	3	1	0	3	0.52701670	3s.6p	3P*	3	1	1	1	0.51957785	1.648e+00	1.112e-05	1.112e-05	auto
3p2	3P	3	1	0	3	0.52701670	3s.6p	3P*	3	1	1	3	0.51958373	1.049e+00	2.364e-06	7.091e-06	auto
3p2	3P	3	1	0	3	0.52701670	3s.6p	3P*	3	1	1	5	0.51959559	3.189e+00	4.325e-06	2.163e-05	auto
3p2	3P	3	1	0	3	0.52701670	3s.5f	3F*	3	3	1	5	0.52128328	1.251e-05	2.843e-11	1.421e-10	auto
3p2	3P	3	1	0	3	0.52701670	3s.6p	1P*	1	1	1	3	0.52138137	1.210e-05	4.743e-11	1.423e-10	auto
3s.7s	3S	3	0	0	3	0.52721550	3s.3p	3P*	3	1	1	1	0.19911554	8.562e+05	2.971e-03	2.971e-03	auto
3s.7s	3S	3	0	0	3	0.52721550	3s.3p	3P*	3	1	1	3	0.19929833	2.581e+06	2.988e-03	8.965e-03	auto
3s.7s	3S	3	0	0	3	0.52721550	3s.3p	3P*	3	1	1	5	0.19966935	4.343e+06	3.024e-03	1.512e-02	auto
3s.7s	3S	3	0	0	3	0.52721550	3s.3p	1P*	1	1	1	3	0.31941062	5.260e+00	1.516e-08	4.549e-08	auto
3s.7s	3S	3	0	0	3	0.52721550	3s.4p	3P*	3	1	1	1	0.43596035	1.570e+05	7.030e-03	7.030e-03	nist
3s.7s	3S	3	0	0	3	0.52721550	3s.4p	3P*	3	1	1	3	0.43599038	4.700e+05	7.030e-03	2.109e-02	nist
3s.7s	3S	3	0	0	3	0.52721550	3s.4p	3P*	3	1	1	5	0.43605187	7.810e+05	7.020e-03	3.510e-02	nist
3s.7s	3S	3	0	0	3	0.52721550	3s.4p	1P*	1	1	1	3	0.44968048	5.587e+00	1.157e-07	3.471e-07	auto
3s.7s	3S	3	0	0	3	0.52721550	3s.5p	3P*	3	1	1	1	0.49435152	8.390e+04	2.900e-02	2.900e-02	nist
3s.7s	3S	3	0	0	3	0.52721550	3s.5p	3P*	3	1	1	3	0.49436316	2.510e+05	2.900e-02	8.700e-02	nist
3s.7s	3S	3	0	0	3	0.52721550	3s.5p	3P*	3	1	1	5	0.49438722	4.170e+05	2.890e-02	1.445e-01	nist
3s.7s	3S	3	0	0	3	0.52721550	3s.4f	3F*	3	3	1	5	0.49825033	5.560e-12	4.950e-19	2.475e-18	auto
3s.7s	3S	3	0	0	3	0.52721550	3s.5p	1P*	1	1	1	3	0.49852264	5.307e+00	8.025e-07	2.408e-06	auto
3s.7s	3S	3	0	0	3	0.52721550	3s.6p	3P*	3	1	1	1	0.51957785	8.670e+04	5.550e-01	5.550e-01	nist
3s.7s	3S	3	0	0	3	0.52721550	3s.6p	3P*	3	1	1	3	0.51958373	2.600e+05	5.550e-01	1.665e+00	nist
3s.7s	3S	3	0	0	3	0.52721550	3s.6p	3P*	3	1	1	5	0.51959559	4.310e+05	5.540e-01	2.770e+00	nist
3s.7s	3S	3	0	0	3	0.52721550	3s.5f	3F*	3	3	1	5	0.52128328	9.421e-14	2.000e-19	9.998e-19	auto
3s.7s	3S	3	0	0	3	0.52721550	3s.6p	1P*	1	1	1	3	0.52138137	2.369e+00	8.665e-06	2.599e-05	auto
3p2	3P	3	1	0	5	0.52738610	3s.3p	3P*	3	1	1	3	0.19929833	1.320e+08	2.540e-01	7.620e-01	nist
3p2	3P	3	1	0	5	0.52738610	3s.3p	3P*	3	1	1	5	0.19966935	4.090e+08	4.740e-01	2.370e+00	nist
3p2	3P	3	1	0	5	0.52738610	3s.3p	1P*	1	1	1	3	0.31941062	2.272e+03	1.090e-05	3.270e-05	auto
3p2	3P	3	1	0	5	0.52738610	3s.4p	3P*	3	1	1	3	0.43599038	1.246e+03	3.095e-05	9.285e-05	auto
3p2	3P	3	1	0	5	0.52738610	3s.4p	3P*	3	1	1	5	0.43605187	3.756e+03	5.605e-05	2.803e-04	auto
3p2	3P	3	1	0	5	0.52738610	3s.4p	1P*	1	1	1	3	0.44968048	1.374e+02	4.721e-06	1.416e-05	auto
3p2	3P	3	1	0	5	0.52738610	3s.5p	3P*	3	1	1	3	0.49436316	3.868e+02	7.360e-05	2.208e-04	auto
3p2	3P	3	1	0	5	0.52738610	3s.5p	3P*	3	1	1	5	0.49438722	1.158e+03	1.324e-04	6.620e-04	auto
3p2	3P	3	1	0	5	0.52738610	3s.4f	1F*	1	3	1	7	0.49824836	2.307e+01	2.416e-06	1.691e-05	auto
3p2	3P	3	1	0	5	0.52738610	3s.4f	3F*	3	3	1	5	0.49825033	7.936e-05	1.164e-11	5.819e-11	auto
3p2	3P	3	1	0	5	0.52738610	3s.4f	3F*	3	3	1	7	0.49825076	3.099e-01	3.246e-08	2.272e-07	auto
3p2	3P	3	1	0	5	0.52738610	3s.5p	1P*	1	1	1	3	0.49852264	6.421e-02	1.599e-08	4.798e-08	auto
3p2	3P	3	1	0	5	0.52738610	3s.6p	3P*	3	1	1	3	0.51958373	1.736e+00	5.917e-06	1.775e-05	auto
3p2	3P	3	1	0	5	0.52738610	3s.6p	3P*	3	1	1	5	0.51959559	4.777e+00	9.799e-06	4.899e-05	auto
3p2	3P	3	1	0	5	0.52738610	3s.5f	1F*	1	3	1	7	0.52128269	1.688e+01	4.029e-05	2.821e-04	auto
3p2	3P	3	1	0	5	0.52738610	3s.5f	3F*	3	3	1	5	0.52128328	2.832e-06	9.466e-12	4.733e-11	auto
3p2	3P	3	1	0	5	0.52738610	3s.5f	3F*	3	3	1	7	0.52128364	6.301e-01	1.505e-06	1.053e-05	auto
3p2	3P	3	1	0	5	0.52738610	3s.6p	1P*	1	1	1	3	0.52138137	7.142e+01	4.110e-04	1.233e-03	auto
3s.7s	1S	1	0	0	1	0.52862060	3s.3p	3P*	3	1	1	3	0.19929833	1.526e+04	5.839e-06	1.752e-05	auto
3s.7s	1S	1	0	0	1	0.52862060	3s.3p	1P*	1	1	1	3	0.31941062	1.056e+06	1.001e-03	3.004e-03	auto
3s.7s	1S	1	0	0	1	0.52862060	3s.4p	3P*	3	1	1	3	0.43599038	2.371e+01	1.147e-07	3.440e-07	auto
3s.7s	1S	1	0	0	1	0.52862060	3s.4p	1P*	1	1	1	3	0.44968048	9.610e+05	6.400e-03	1.920e-02	nist
3s.7s	1S	1	0	0	1	0.52862060	3s.5p	3P*	3	1	1	3	0.49436316	1.923e+01	6.800e-07	2.040e-06	auto
3s.7s	1S	1	0	0	1	0.52862060	3s.5p	1P*	1	1	1	3	0.49852264	6.770e+05	3.100e-02	9.300e-02	nist
3s.7s	1S	1	0	0	1	0.52862060	3s.6p	3P*	3	1	1	3	0.51958373	3.933e+01	1.999e-05	5.996e-05	auto
3s.7s	1S	1	0	0	1	0.52862060	3s.6p	1P*	1	1	1	3	0.52138137	7.260e+05	5.750e-01	1.725e+00	nist
3s.6d	1D	1	2	0	5	0.52874672	3s.3p	3P*	3	1	1	3	0.19929833	3.244e+04	6.202e-05	1.860e-04	auto
3s.6d	1D	1	2	0	5	0.52874672	3s.3p	3P*	3	1	1	5	0.19966935	1.021e+05	1.174e-04	5.869e-04	auto
3s.6d	1D	1	2	0	5	0.52874672	3s.3p	1P*	1	1	1	3	0.31941062	1.840e+07	8.700e-02	2.610e-01	nist
3s.6d	1D	1	2	0	5	0.52874672	3s.4p	3P*	3	1	1	3	0.43599038	5.297e-01	1.277e-08	3.832e-08	auto
3s.6d	1D	1	2	0	5	0.52874672	3s.4p	3P*	3	1	1	5	0.43605187	7.820e-01	1.133e-08	5.665e-08	auto
3s.6d	1D	1	2	0	5	0.52874672	3s.4p	1P*	1	1	1	3	0.44968048	1.240e+05	4.100e-03	1.230e-02	nist
3s.6d	1D	1	2	0	5	0.52874672	3s.5p	3P*	3	1	1	3	0.49436316	4.789e+00	8.405e-07	2.522e-06	auto
3s.6d	1D	1	2	0	5	0.52874672	3s.5p	3P*	3	1	1	5	0.49438722	2.936e-01	3.096e-08	1.548e-07	auto
