---------------------------------------------------------------------------------------------------------------------------------------
     Observed          Aki          fik       Acc.         Ei           Ek             Lower level             Upper level        Type 
    Wavelength        (s^-1)                              (Ry)         (Ry)       ---------------------- ------------------------------
     Vac (nm)                                                                      Conf.     Term   J     Conf.    Term   J            
---------------------------------------------------------------------------------------------------------------------------------------
      11792.118     2.85e+04     5.94e-02     B       0.53377948      0.54150711   3s.6f     3F*    3     3s.7g    3G     3            
      11792.118     3.32e+05     8.89e-01     B       0.53377948      0.54150711   3s.6f     3F*    3     3s.7g    3G     4            
      11792.301     4.34e+02     7.03e-04     D+      0.53377948      0.54150711   3s.6f     3F*    4     3s.7g    3G     3            
      11792.301     3.54e+05     9.03e-01     B       0.53377948      0.54150711   3s.6f     3F*    4     3s.7g    3G     5            
      11792.301     2.22e+04     4.62e-02     B       0.53377948      0.54150711   3s.6f     3F*    4     3s.7g    3G     4            
      11879.52      1.56e+05     5.49e-01     B       0.53288182      0.54055245   3s.7p     3P*    1     3s.7d    3D     2            
      11890.31      5.75e+03     7.31e-03     C       0.53288856      0.54055262   3s.7p     3P*    2     3s.7d    3D     1            
      11890.31      5.19e+04     1.10e-01     B       0.53288856      0.54055245   3s.7p     3P*    2     3s.7d    3D     2            
      11890.31      2.07e+05     6.14e-01     B       0.53288856      0.54055235   3s.7p     3P*    2     3s.7d    3D     3            
      11931.2       8.67e+04     5.55e-01     B       0.51957785      0.52721550   3s.6p     3P*    0     3s.7s    3S     1            
      11940.293     2.60e+05     5.55e-01     B       0.51958373      0.52721550   3s.6p     3P*    1     3s.7s    3S     1            
      11959.069     4.31e+05     5.54e-01     B       0.51959559      0.52721550   3s.6p     3P*    2     3s.7s    3S     1            
      12208.440     2.02e+05     3.22e-01     B+      0.52128269      0.52874672   3s.5f     1F*    3     3s.6d    1D     2            
      12588.43      7.26e+05     5.75e-01     B       0.52138137      0.5286206    3s.6p     1P*    1     3s.7s    1S     0            
      13453.180     6.07e+04     9.89e-02     B       0.53377948      0.54055262   3s.6f     3F*    2     3s.7d    3D     1            
      13454.065     5.42e+04     1.05e-01     B       0.53377948      0.54055245   3s.6f     3F*    3     3s.7d    3D     2            
      13454.528     5.59e+04     1.18e-01     B       0.53377948      0.54055235   3s.6f     3F*    4     3s.7d    3D     3            
     245616         9.10e-07     -999.999     B+      0.19929833      0.19966935   3s.3p     3P*    1     3s.3p    3P*    2        M1  
     498592.5       1.45e-07     -999.999     B+      0.19911554      0.19929833   3s.3p     3P*    0     3s.3p    3P*    1        M1  
